user_name,user_loc,comment_text
Jawrip-TheGreat, Moscow,Holy oil lol get real.
PeeWee, Cheshire,Hi - how's your war going?
Jawrip-TheGreat, Moscow,"Fine,thanks for asking :)"
DavidfromLeicester, Leicester,"Stewart Carr the writer of this piece really should read there own work before submitting. "" the Kin's Coronation ? ?"
T.Shelby, Birmingham,"And you should read yours. ""There""."
Najith, Britsol,"So should you read your own ""work"" . Um. It's ... THEIR own work... (Sighs at the IQ, as my eyes roll...)"
BigBangTheory1, Hell,It's were he turns into his reptile form that's why it's hidden from public view 
Uber99, Space,You say that but some people genuinely think he is ! Absolute nutcases ! 
francis71, Lincs,"Footage ready to be sold and uploaded on social media. Then to be subjected to derision and hate by left wing commentators, who hate the Monarch and anything else British."
DavidB., Caithness.,A 1 to a pinch of snuff this miscreant BBC employee would have flogged the pictures to the highest bidder. He should be summoned to the DGs office for a meeting without coffee sacked then frogmarched from the building.
Offshore Island, OFFSHORE ISLAND,"The man must have known he had          "" stepped over the line""."
Denygenus, Berkshire,Doesn't surprise me in the least about the hideous BBC. 
Captain Slinky, Welsh Wales,The words allegedly and The Sun dont always join together to equal truth!!
Jimbo19, Diss,Allegedly? Any real proof?
StaninDorset, Blandford ,Quite right too 
sunny uplands, sunnyville,No doubt the bbc will promote him
cannyhinny, Wentworth,With our cost of living today I am convinced we no longer need the BBC in its woke and disgusting form. We should ALL stop paying the licence fee....
Only Sycophants, Are Published,Ditto Royals. 
mari, london,"Charles shouldn't be doing the job of the security guards, they should have spotted the BBC man wandering into forbidden area."
DARVER123, Dublin,Well done Charles on spotting that!
Only Sycophants, Are Published,It wasn't a secret sensitive part of the ceremony for his mother.
sheilaann52, Southampton,Yes it was!  You obviously haven't read this article before commenting!
Miss Havisham, CHELMSFORD,Don't criticise the BBC.  It was the individual who did it !!
Blue Archer, Wet and Windy Land,"An employee. Therefore, ""BBC"" does take responsibility and should be subject to any criticism....."
arjxh72, Sheffield,The cameraman should be sacked and exposed for being a slime ball that's the end of the story.
juryout, paris,"If royalty needs secrecy they are not fit for the role. You've all been conned yet again. The king doesn't care about you, it's all about him and his family and keeping the royal gravy train running."
Blue Archer, Wet and Windy Land,"I'm sure your little Napoleon likes his privacy as much as he likes ""conning"" you in Paris?"
Najith, Britsol,Ignoramus ...
Just a thought, Warwick,"What about the camera up high, that clearly would've seen inside the screens. Whilst it didn't show any footage of this section was it turned off or did they secretly film..."
Gary, Ely,"I hope that the BBC also fire him for breeching what could be considered confidentiality during the Coronation.
What was he going to do, sell the video clip to the highest bidder?"
Stewie0210, Glasgow,Have a day off will you.
hibeamradar, westonsupermud,"We need a referendum on the BBC Tax, the sooner the better. "
Only Sycophants, Are Published,Well if we are going to have a Referendum on the BBC  we might as well chuck in a few more questions like Monarchy/ Republic and proportional representation. 
Blue Archer, Wet and Windy Land,Only Synco. That's a bit sycophantic?
mcc65, Halesworth,I saw that at the time and thought it was very disrespectful.
MJB20, Staffordshire ,Do your research 
Charismatic_Jack, BrightonNudistBeach,The BBC are Satan's Servants.
Only Sycophants, Are Published,She didn't.  She had it done under an open canopy.
Heather, London,"Um, what is annointing supposed to do? Ward off evil spirits?"
janetmtt, Teesside,name and shame him - that's his career over - will be doing mother and baby events from now on
Henry Spencer , Dystopian Cityscape,Nasty bully
Blue Archer, Wet and Windy Land,The BBC? I suppose you're right.
Steady Ebby, Aldershot,"Whilst it's tempting to put the boot into the BBC ( love doing it), this was one idiots action. He got booted off set and hopefully booted out of his job in due course. Examples must be set BBC."
Ego Sum Maxima, Helmsley,Typical BBC
MJB20, Staffordshire ,I noticed the camera was peeking 
Osr, London,What a surprise-another bbc slime moment
Lord Noze, Naff Hall,He'll will never get to work on another coronation any time soon.
Bangthebrasses, Halifax,Good. F the bbc
ray ninagain, over the rainbow,There's nothing lower than BBC standards of decency. 
Suzyb57, Liverpool,We paid for it so nothing should be kept from us!!!
Blue Archer, Wet and Windy Land,Entitled eh?
Thepreaching.com, Germiston,Private on live tv. Now I know where Harry gets it from!
Tabbycat2, London,What does the King have to hide.
Treanie, Hull,Idiot
Blue Archer, Wet and Windy Land,"Much the same as you suppose? But if you're happy an employee effectively breaching your privacy, then so be it..."
Ben Shockley, Walmington on Sea,A devious lefty organisation who should be defunded. However the spineless fa ke Tor ies won't touch them
Just_commonsense, London,Note to DM reporters: other things have been happening in the world over the last few days.
Caundle, Sherborne,Typical left wing Labour BBC republicans employee 
Ben Shockley, Walmington on Sea,Yet the 80 seat majority Tory government still allow the TV licence to continue 
abottleofred, UK,"It was a publicly paid for event, he had no right to demand anything. "
Wyllie 61, Glasgow,"Oh , do give it a rest !! "
Karmichorn, Sheffield,You need to be educated.
Danny Darko, London,"The commies strike again  , they are as popular  as a   f a r t    lingering  in a lift



"
Alcfac, London,Rubbish. Don't believe a word of this
Chrissy2345, Bristol,I'll never forget the underhanded filming of Cliff
ray ninagain, over the rainbow,There's nothing lower than BBC standards of decency 
WessexDave, Bristol,His time would have been better served fixing the awful BBC sound coverage
ReadySteadyZoom, Somewhere,Sound was fine where we were. 
Pensioner58, Wigan,What a silly man what did he hope to gain
Stella Veasey, Coventry,Money
Chrissy2345, Bristol,Destroying any existing trust the BBC have
Caoineadh, Ex London,The actual signing of the marriage register is another ceremony that cannot be photographed or filmed. The reason is that there are four marriage entries to each double page of the register and photographing might infringe the privacy of the other couples. The book is then turned to empty pages and the couple pose for photos. 
Joro55, Essex,Name and shame.
Geeabee, Dorset,"If the ceremony was wholesome and good for the majority there would be no ""secret' part of theservice. "
alnero2, Southampton,Said a Republican !
Speechless19, London,That's because it's holy and sacred....
tis30, Hove,BBC person looking shifty. Nothing new there then. Scrap the licence fee and end the BBC Tax. Enough of them. 
brendasev, Menai Bridge,"well said , asap,"
Fran, Wimborne,"Someone who thinks they are entitled to take photos of a private moment and sell them to the highest bidder - what a nasty, greedy, self-serving, green-eyed society we have become. Disgusting that some people think the photographer was right. It was sneaky, dishonest, and dishonourable. In previous centuries he would have had more than his official accreditation cut off. "
Ibowtonobody, Up north ,Note to readers: the word allegedly and the BBC. in other words. FAKE news!
Fallyguy, Exeter,"Good, now defund this Jurassic organisation ."
Says a Royal Expert, Windsor,You just know the cameraman voted for Brexit.
Hamiltonackie, Edinburgh,You just some idiot will mention brexit....well done!
the-clock-is-ticking, Unknown,Well that's the BBC for you. Horrid organisation
Mazzywizz, Blackpool,How come no one else spotted him and it was Charles who spotted him
DutchBrum, Maastricht,I dare say everyone else was focused on the task at hand. 
PDJames, South,Good! Typically arrogant BBC!
MMF , York,Big baby
Angela, Derby,It's about time the government got its finger out and stopped the TV tax. It's about time this outdated dinosaur was told to find its own money or go subscription only
Roast Gammon, Here,"Not a tax, you have a choice to watch live TV or not. In your other post you state you do not pay for a TV licence so how can it be a tax? Idiot."
Lord Whiteley, Whiteley,"What I don't understand is how some oil made in an industrial estate somewhere in UK can become suddenly holy.
But then I don't understand religion at all, it's just mumbo jumbo.
But I am a Monarchist. Could we not have an atheist monarchist for everybody?"
Speechless19, London,It wasn't made in an industrial estate in the UK. It was made in Jerusalem from olives grown on the Mount of Olives and consecrated and blessed by the Patriarch of Jerusalem....try reading the article before commenting.
londonlass, London,What's the Patriarch of Jerusalem got to do with the Church of England?
Able Mabel, Kent,Isn't that treason?
Ibowtonobody, Up north ,LOL
Mighty Moth, Suburbia ,"Yep , the entitled BBC for you !
People complaining about the cost of the Royal family should also know the Beeb costs 5.3B a year to run of which 2 thirds come from the licence fee ( tax payer ) !"
Kenrules, Redhill,"Nothing to do with the BBC per se, just the DM determined to scream out a dog whistle anti BBC story to keep the mob happy ."
